,index,Unnamed: 0,primaryMedia,primaryMaker,Title,Date,Classifications,Object number
274,382,32,,Max Beckmann,Holzbrücke (Wooden Bridge),1922,Print,1985.10.20
275,383,33,,W. Greatbach,The Winder,1846,Print,1985.10.21
276,384,34,,Richard Earlom,The Embarkation of St. Ursula,1777,Print,1985.11
277,386,36,,"Unidentified artist, German",Pieta,1950,Print,1985.13
278,387,37,,Unidentified artist,Title unknown,1910,Drawing,1985.14
279,388,38,,Theodor de Bry,"Design for Escutcheon (also called Heraldic Shield), illustration from the book Emblemata Nobilitati (Frankfurt)",1592,Print,1985.15.1
280,390,40,,Otto Dix,"Massacre of the Innocents in Bethlehem, from the publication Matthäus Evangelium (Gospel of Matthew)",1960,Print,1985.15.3
281,391,41,,"Johannes Schoensperger, the Elder",Tewrdannckhs,1517,Print,1985.15.4
282,392,42,,Thomas and John Bewick,Landscape with Suspension Bridge,1800,Print,1985.15.5
283,393,43,,Jacques Callot,"Pillage and Burning of a Village, plate 7 from the series The Miseries and Misfortunes of the War",1633,Print,1985.15.6
284,394,44,,Giovanni Benedetto Castiglione,Head of a Young Man in a Feathered Hat (so-called Self Portrait of Castiglione),1645,Print,1985.15.7
285,396,46,,Pablo Picasso,"Illustration from ""Sable Mouvant""",1966,Print,1985.15.9
286,399,49,,François Cars,"Doctrine of the Immaculate Conception, title page from Decisiones Sacrae Rotae Romanae by Pedro Carillo Acuña",1665,Print,1985.16.2
287,404,4,,Félix Vallotton,"""Tu y reviendras cochon , pisser sur mon mur ! ...,"" from the series Crimes et Châtiments, in L'Assiette au Beurre",1902,Print,1985.19
288,405,5,,James A. McNeill Whistler,The Long Museum of Art of the Louvre,1894,Print,1985.20
289,407,7,,Francis Seymour Haden,Hands Etching,1865,Print,1985.22
290,408,8,,Albrecht Altdorfer,Venus Crouching,1520,Print,1985.23.1
291,409,9,,Jan van de Velde II,"Interior of St. Bavo's, Haarlem",1628,Print,1985.23.2
292,411,11,,"Schmidt, Georg Friedrich, Rudolph Huber",Portrait of Johannes Bernoulli Matheseos,1743,Print,1985.25
293,414,14,,Jonathan Richardson,Head of a Satyr,1736,Drawing,1985.28
294,416,16,,Peter Flötner,Vitruvius Teutsch,1547,Print,1985.30
295,417,17,,Charles Daubigny,Le Marais (aux Cignones),1851,Print,1985.31
296,421,21,,Antonio Frasconi,Woman Picking Grapes,1951,Print,1985.36
297,422,22,,Max Pechstein,Bathers with a Child,1923,Print,1985.37
298,425,25,,G. or F. Reuter,Dark House and Lamp Post,1950,Print,1985.40
299,426,26,,Herbert Bayer,Title unknown,1948,Print,1985.41
300,427,27,,Herbert Bayer,"Untitled, from the series Seven Convolutions",1948,Print,1985.42.1
301,428,28,,Herbert Bayer,"Untitled, from the series Seven Convolutions",1948,Print,1985.42.2
302,429,29,,Herbert Bayer,"Untitled, from the series Seven Convolutions",1948,Print,1985.42.3
303,430,30,,Herbert Bayer,"Untitled, from the series Seven Convolutions",1948,Print,1985.42.4
304,431,31,,Herbert Bayer,"Untitled, from the series Seven Convolutions",1948,Print,1985.42.5
305,432,32,,Herbert Bayer,"Untitled, from the series Seven Convolutions",1948,Print,1985.42.6
306,433,33,,Herbert Bayer,"Untitled, from the series Seven Convolutions",1948,Print,1985.42.7
307,435,35,,Max Beckmann,Self-portrait,1922,Print,1985.44
308,436,36,,Stella Skinner,"Town Hill, Ipswich",1900,Drawing,1985.45
309,438,38,,Johnny Friedlaender,Untitled,1960,Print,1985.47
310,440,40,,Ben Shahn,Four Tunisian Soldiers,1938,Drawing,1985.48.2
311,441,41,,Pavel Tchelitchew,Boxers (recto) ; Study of Artist (verso),1925,Drawing,1985.48.3
312,443,43,,"Anonymous, German School","Annunciation of the Angel to Zechariah (recto) and Moses and the Burning Bush (verso), from an unidentified Book of Hours",1475,Print,1985.50
313,446,46,,Johnny Friedlaender,Untitled,1960,Print,1985.53
314,449,49,,Claude Weisbuch,"Untitled, from the portfolio Chevaux de Cirque",1960,Print,1985.56
315,450,0,,Claude Weisbuch,"Untitled, from the portfolio Chevaux de Cirque",1960,Print,1985.57
316,451,1,,Claude Weisbuch,"Untitled, from the portfolio Chevaux de Cirque",1960,Print,1985.58
317,452,2,,Gunther Zainer,"Page from Jacobus de Voragine, ""Leben der Heilegen""",1470,Print,1985.59
318,453,3,,Alfonse Mucha,"L'Estampe Moderne, Janvier 1898",1898,Print,1985.60
319,455,5,,László Moholy-Nagy,Abstraction,1922,Print,1985.62
320,457,7,,Leonard Baskin,Mask,1954,Drawing,1985.64
321,458,8,,Robert Morris,"Mounds and Trenches, Plan View",1968,Drawing,1985.65.2
322,459,9,"Image Not Available for Mounds and Trenches, Plan View",Robert Morris,"Mounds and Trenches, Plan View",1968,Drawing,1985.65.3
323,460,10,,Robert Morris,"Mounds and Trenches, Elevation",1968,Drawing,1985.65.4
324,461,11,,Mel Ramos,You Get More Salami with Modigliani,1974,Print,1985.66.1
325,462,12,,Mel Ramos,Navajo Nudo,1974,Print,1985.66.2
326,463,13,,Mel Ramos,Manet's Olympia,1974,Print,1985.66.3
327,464,14,,Mel Ramos,Touche Boucher,1974,Print,1985.66.4
328,465,15,,Sharon E. Sutton,Streets Paved in Moonlight and Candlelit Cafes,1980,Print,1985.67.1
329,467,17,,Alice Neel,John,1979,Print,1985.67.3
330,468,18,,Will Barnet,Ariadne,1980,Print,1985.67.4
331,469,19,,Romare Bearden,"In the Garden, from the American Portfolio",1979,Print,1985.67.5
332,470,20,,Henry Pearson,Title unknown,1980,Print,1985.67.6
333,471,21,,Jeannette Pasin Sloan,Silver Bowls,1978,Print,1985.68.1
334,472,22,,Robert Arneson,Up Against It,1980,Print,1985.68.2
335,473,23,,Robert Arneson,A Hollow Jesture,1980,Print,1985.68.3
336,474,24,,Robert Arneson,Pic,1980,Print,1985.68.4
337,475,25,,Robert Arneson,Squint,1981,Print,1985.69.1
338,476,26,,James Juszczyk,Gate,1980,Print,1985.69.2
339,477,27,,James Juszczyk,Press,1980,Print,1985.69.3
340,478,28,,James Juszczyk,Reach,1980,Print,1985.69.4
341,481,31,,Bernar Venet,Position of an Undetermined Line,1981,Print,1985.69.7
342,482,32,,Bernar Venet,Position of Two Acute Angles of 42.5 Degrees Each,1981,Print,1985.69.8
343,483,33,,Bernar Venet,Position of Three Major Arcs of 256.5 Degrees Each,1981,Print,1985.69.9
344,484,34,,Robert Arneson,Son of Sam,1981,Print,1985.70.1
345,485,35,,William T. Wiley,Three Mile Island,1980,Print,1985.70.2
346,486,36,,William T. Wiley,Mr. Unpopular,1980,Print,1985.70.3
347,487,37,,Terry Allen,G,1981,Print,1985.70.4
348,488,38,,Terry Allen,N,1981,Print,1985.70.5
349,489,39,,Terry Allen,I,1981,Print,1985.70.6
350,490,40,,Terry Allen,Debris from the Text--R,1981,Print,1985.70.7
351,491,41,,Jim Nutt,I'm Not Stopping,1977,Print,1985.71.1
352,492,42,,Jim Nutt,Yoo Hoo--Little Boy,1977,Print,1985.71.2
353,493,43,,Jim Nutt,your so coarse (tish tish),1977,Print,1985.71.3
354,494,44,,Jim Nutt,Oh! my goodness (no no),1977,Print,1985.71.4
355,495,45,,Barbara Rossi,Footprint Picture,1975,Print,1985.71.5
356,496,46,,Roger Brown,Standing While All Around are Sinking,1977,Print,1985.71.6
357,497,47,,Richard Hull,"You Bet, too",1980,Print,1985.71.7
358,498,48,,Richard Hull,You Bet,1980,Print,1985.71.8
359,499,49,,Richard Hull,Arf,1980,Print,1985.71.9
360,500,0,,Richard Hull,"Arf, Arf",1980,Print,1985.71.10
361,501,1,,Claes Oldenberg,Chicago Stuffed with Numbers,1977,Print,1985.72
362,503,3,,Mildred Armato,Meadow Nymph,1981,Print,1985.74.1
363,504,4,,Evan Summer,Landscape XIX,1985,Print,1985.74.2
364,505,5,,Judy Youngblood,"Razzle, Dazzle",1983,Print,1985.74.3
365,506,6,,Moishe Smith,Andalusia,1977,Print,1985.74.4
366,507,7,,Clare Romano,Golden Canyon,1978,Print,1985.74.5
367,508,8,,Warrington Colescott,History of Printmaking Update: Leroy Neiman Pulls a Screen Print,1982,Print,1985.74.6
368,509,9,,Wayne Kimball,Properly Mounted Texas Longhorn,1976,Print,1985.74.7
369,510,10,,Frances Myers,Presidio Palace,1979,Print,1985.74.8
370,511,11,,Beth Van Hoesen,Silver Cup with Magnolia,1980,Print,1985.74.9
371,512,12,,Ronnie Landfield,Untitled,1981,Drawing,1985.75
372,513,13,,Andy Warhol,"Gertrude Stein, from the series Ten Portraits of Jews of the Twentieth Century",1980,Print,1985.76.1
373,514,14,,Andy Warhol,"Golda Meir, from the series Ten Portraits of Jews of the Twentieth Century",1980,Print,1985.76.2
374,515,15,,Salvador Dalí,"Rousillon, from the series Société Nationale des Chemins de Fer (also called Butterfly suite)",1969,Installation,1985.77.1
375,516,16,,Salvador Dalí,"Normandie, from the series Société Nationale des Chemins de Fer (also called Butterfly suite)",1969,Print,1985.77.2
376,517,17,,June Leaf,Untitled,1980,Print,1985.78.1
377,518,18,,Charles Gaines,Color Regression #1,1980,Print,1985.78.2
378,519,19,,Charles Gaines,Color Regression #2,1980,Print,1985.78.3
379,520,20,,Charles Gaines,Color Regression #3,1980,Print,1985.78.4
380,521,21,,Laddie John Dill,Ashland Series #1,1980,Print,1985.78.5
381,522,22,,Laddie John Dill,Ashland Series #2,1980,Print,1985.78.6
382,523,23,,Laddie John Dill,Ashland Series #3,1980,Print,1985.78.7
383,524,24,,Laddie John Dill,Ashland Series #4,1980,Print,1985.78.8
384,525,25,,Mel Pekarsky,Roundels,1974,Print,1985.79
385,527,27,,Alfonse Mucha,Laurel,1901,Print,1985.82
386,529,29,,Georges Rouault,"Sunt Pauymae rerum (""There are tears in things"")",1926,Print,1985.85.1
387,531,31,,Georges Rouault,"En barche gin fut fraiche, gout de fiel...",1922,Print,1985.86.1
388,533,33,,Frank Stella,Creede I,1970,Print,1985.87.1
389,534,34,,Frank Stella,Creede II,1970,Print,1985.87.2
390,535,35,,Frank Stella,Telluride,1970,Print,1985.87.3
391,536,36,,Frank Stella,Ouray,1970,Print,1985.87.4
392,537,37,,Frank Stella,Lake City,1970,Print,1985.87.5
393,538,38,,Frank Stella,Ophir,1970,Print,1985.87.6
394,539,39,,Frank Stella,Pagora Springs,1970,Print,1985.87.7
395,540,40,,David Alfaro Siqueiros,"Prison Fantasies, from Portfolio II",1973,Print,1985.88
396,541,41,,Barbara Spitz,Sculptured Head,1967,Print,1985.90
397,542,42,,Marino Marini,"Rider and Horse, in Yellow and Blue",1952,Print,1985.91
398,544,44,,Eugenio Carmi,Jessica,1971,Print,1985.96
399,545,45,,Ilya Bolotowsky,Untitled,1979,Print,1985.97.1
400,546,46,,Ilya Bolotowsky,Untitled,1979,Print,1985.97.2
401,547,47,,Ilya Bolotowsky,Untitled,1979,Print,1985.97.3
402,548,48,,Ilya Bolotowsky,Untitled,1979,Print,1985.97.4
403,557,7,,Hiratsuka Un'ichi,"Stone Bridge, Katsura, Kyoto",1966,Print,1985.109
404,560,10,,Wassily Kandinsky,"Small Worlds IX (Kleine Welten IX), from the portfolio Small Worlds (Kleine Welten)",1922,Print,1985.113
405,561,11,,Henri-Edmond Cross (Henri-Edmond Delacroix),Les Champs Élysées,1897,Print,1985.114
406,562,12,,Henri Matisse,Fillette,1944,Print,1985.115
407,563,13,,Henry Somm,Untitled (Man and Woman in Japan),1990,Drawing,1985.116
408,564,14,,William Goodrich Beal,Morning,1880,Print,1985.118
409,567,17,,Ellen Lanyon,Ostricart,1968,Print,1985.121.1
410,568,18,,Ellen Lanyon,Ostricart,1968,Print,1985.121.2
411,569,19,,Ellen Lanyon,Ostricart,1968,Print,1985.121.3
412,570,20,,Ellen Lanyon,Ostricart,1968,Print,1985.121.4
413,571,21,,"Simon, T. F.","Vue de Prague Hiver (View of Prague, Winter)",1916,Print,1985.122
414,575,25,,James C. Smith,Untitled,1972,Print,1985.126
415,581,31,,Gabor Peterdi,Seed and Rocks,1953,Print,1985.135
416,582,32,,Wassily Kandinsky,"Small Worlds III, from the portfolio Kleine Welten (Small Worlds)",1922,Print,1985.136
417,583,33,,James Swann,Title unknown,1952,Print,1985.137
418,584,34,,Josef Albers,Untitled,1942,Print,1985.140
419,585,35,,Benjamin Smith,The Works of William Hogarth,1822,Print,1985.141.1
420,588,38,,Francis Dodd,"The Indian Emperor, from The Works of William Hogarth",1822,Print,1985.141.4
421,589,39,,William Hogarth,"Boys peeping at Nature(recto) ; Portrait of Sarah Malcolm(verso), from The Works of William Hogarth",1822,Print,1985.141.5
422,590,40,,William Hogarth,"The Man of Taste (recto) ; Rich's Triumphant Entry (verso), from The Works of William Hogarth",1822,Print,1985.141.6
423,592,42,,William Hogarth,"Sancho's Feast, from The Works of William Hogarth",1822,Print,1985.141.8
424,593,43,,William Hogarth,"The Pool of Bethesda (TWOWH), from The Works of William Hogarth",1822,Print,1985.141.9
425,595,45,,William Hogarth,"Taste in High Life, from The Works of William Hogarth",1822,Print,1985.141.11
426,596,46,,William Hogarth,"Portrait of Bishop Hoadly, from The Works of William Hogarth",1822,Print,1985.141.12
427,597,47,,William Hogarth,"Distant view of Mr. Ranby's House at Chiswick (recto), from The Works of William Hogarth",1822,Print,1985.141.13
428,599,49,,William Hogarth,"Receipt for the election prints... (recto), from The Works of William Hogarth",1822,Print,1985.141.15
429,602,2,,William Hogarth,"The Royal Masquerade at Somerset House, from The Works of William Hogarth",1822,Print,1985.141.18
430,603,3,,William Hogarth,"Frontis piece to Kirby's 'Perspective Made Easy' (recto) 'Time Smoking a Picture' (verso), from The Works of William Hogarth",1822,Print,1985.141.19
431,604,4,,William Hogarth,"Receipt for March to Finchley (recto) ; The Farmer's Return (v), from The Works of William Hogarth",1822,Print,1985.141.20
432,605,5,,William Hogarth,"Frontispiece and Tail Piece to the Artist's Catalogue, from The Works of William Hogarth",1822,Print,1985.141.21
433,606,6,,William Hogarth,"The weighing house(r); Two frontispieces to tristram shandy(v-2), from The Works of William Hogarth",1822,Print,1985.141.22
434,607,7,,William Hogarth,"Heads from Cartoons, from The Works of William Hogarth",1822,Print,1985.141.23
435,608,8,,William Hogarth,"Portrait of Lord Holland (recto);Portrait of Lord Charlemont(v), from The Works of William Hogarth",1822,Print,1985.141.24
436,609,9,,William Hogarth,"The House of Commons, from The Works of William Hogarth",1822,Print,1985.141.25
437,610,10,,William Hogarth,"Portrait of Captain Coram, from The Works of William Hogarth",1822,Print,1985.141.26
438,611,11,,William Hogarth,"Debates on palmistry (recto) ; The Staymaker (verso), from The Works of William Hogarth",1822,Print,1985.141.27
439,612,12,,William Hogarth,"Six Tickets, from The Works of William Hogarth",1822,Print,1985.141.28
440,613,13,,Huillard Ducourtioux,"Illustration for ""Les Litanies de la Mer""",1903,Print,1985.142
441,614,14,,Erich Heckel,Junges Mädchen (Young Girl),1913,Print,1985.143
442,617,17,,Eugène Carrière,Reading (Lecture),1896,Print,1985.146
443,618,18,,Jack Tworkov,Title unknown (abstraction of triangular lines),1979,Print,1985.147.1
444,619,19,,Jack Tworkov,Title unknown (abstraction of triangular lines),1979,Print,1985.147.2
445,620,20,,Jack Tworkov,Title unknown (geometric abstraction),1979,Print,1985.147.3
446,621,21,,Richard Black,"A Small Galaxy with an A.H., from The Second American Printmakers Portfolio",1982,Print,1985.148.1
447,622,22,,Dan Britton,"Untitled, from The Second American Printmakers Portfolio",1982,Print,1985.148.2
448,623,23,,Gary Bush,"Pink Velvet Prowler, from The Second American Printmakers Portfolio",1982,Print,1985.148.3
449,624,24,,James Butler,"Hand Painted Rose Jar, from The Second American Printmakers Portfolio",1982,Print,1985.148.4
450,625,25,,Diane Cardenas,"Untitled, from The Second American Printmakers Portfolio",1982,Print,1985.148.5
451,626,26,,Eldon D. Cunningham,"Untitled, from The Second American Printmakers Portfolio",1982,Print,1985.148.6
452,627,27,,Gary Day,"Camouflage, from The Second American Printmakers Portfolio",1982,Print,1985.148.7
453,628,28,,Mary Dornenburg,"Iris, from The Second American Printmakers Portfolio",1982,Print,1985.148.8
454,629,29,,Richard Finch,"The Green Drawers, from The Second American Printmakers Portfolio",1982,Print,1985.148.9
455,630,30,,Virginia Fitspatrick,"Thicket, from The Second American Printmakers Portfolio",1982,Print,1985.148.10
456,631,31,,Randy Gibbs,"Bi-Ling to (Spring Invasion), from The Second American Printmakers Portfolio",1982,Print,1985.148.11
457,632,32,,Ray George,"Untitled, from The Second American Printmakers Portfolio",1982,Print,1985.148.12
458,633,33,,Maurice Gray,"Portrait of a Deception, from The Second American Printmakers Portfolio",1982,Print,1985.148.13
459,634,34,,Bill Grimes,"Map of a Small City, from The Second American Printmakers Portfolio",1982,Print,1985.148.14
460,635,35,,Fred Hagstrom,"Bronze Head, from The Second American Printmakers Portfolio",1982,Print,1985.148.15
461,636,36,,Ken Hale,"Zealot, from The Second American Printmakers Portfolio",1982,Print,1985.148.16
462,637,37,,Jim Hejl,"Poewar Suicide, from The Second American Printmakers Portfolio",1982,Print,1985.148.17
463,638,38,,Wayne Kimball,"Namor Expxteisroh, from The Second American Printmakers Portfolio",1982,Print,1985.148.18
464,639,39,,Berry Klingman,"A Small Texas Still Life, from The Second American Printmakers Portfolio",1982,Print,1985.148.19
465,640,40,,Leonard Lehrer,"Pink Rose, from The Second American Printmakers Portfolio",1982,Print,1985.148.20
466,641,41,,James Lorigan,"Untitled, from The Second American Printmakers Portfolio",1982,Print,1985.148.21
467,642,42,,Thomas Majeski,"Chameleon Horizon, from The Second American Printmakers Portfolio",1982,Print,1985.148.22
468,643,43,,Caroline Mecklin,"Untitled, from The Second American Printmakers Portfolio",1982,Print,1985.148.23
469,644,44,,Lloyd Menard,"Hi R.C., from The Second American Printmakers Portfolio",1982,Print,1985.148.24
470,645,45,,Peter Nickel,"Single/Double Portrait, from The Second American Printmakers Portfolio",1982,Print,1985.148.25
471,646,46,,Michael Nushawg,"Untitled, from The Second American Printmakers Portfolio",1982,Print,1985.148.26
472,647,47,,Cynthia Osborne,"Untitled, from The Second American Printmakers Portfolio",1982,Print,1985.148.27
473,648,48,,Thomas Oto,"Untitled, from The Second American Printmakers Portfolio",1982,Print,1985.148.28
474,649,49,,Gregory Page,"Homage to Bonnard, from The Second American Printmakers Portfolio",1983,Print,1985.148.29
475,650,0,,John Risseeuw,"Kaffee und Sachertorte, from The Second American Printmakers Portfolio",1982,Print,1985.148.30
476,651,1,,Kevin Rudynski,"Mictomoihtikon Ramoy, from The Second American Printmakers Portfolio",1982,Print,1985.148.31
477,652,2,,Kent Rush,"Untitled, from The Second American Printmakers Portfolio",1982,Print,1985.148.32
478,653,3,,Joe Sander,"Shaman, from The Second American Printmakers Portfolio",1982,Print,1985.148.33
479,654,4,,Victor Sittig,"The Turn, from The Second American Printmakers Portfolio",1982,Print,1985.148.34
480,655,5,,Jennifer Smith,"Autobiography, Paths, from The Second American Printmakers Portfolio",1982,Print,1985.148.35
481,656,6,,Daniel Socha,"Card Tricks, from The Second American Printmakers Portfolio",1982,Print,1985.148.36
482,657,7,,Laura Stickney,"Ice Age, from The Second American Printmakers Portfolio",1982,Print,1985.148.37
483,658,8,,Jergen Strunk,"Trensil, from The Second American Printmakers Portfolio",1982,Print,1985.148.38
484,659,9,,Edgar Dorsey Taylor,"Facade, from The Second American Printmakers Portfolio",1982,Print,1985.148.39
485,660,10,,William Walmsley,"Ding Dong Daddy Branches, from The Second American Printmakers Portfolio",1982,Print,1985.148.40
486,661,11,,Ruth Weisberg,"Welcome to Alaska, from The Second American Printmakers Portfolio",1982,Print,1985.148.41
